task_id,model_name,split,label,entry_point,libs,meta_parse_error,classical_loc,classical_cyclomatic_complexity,classical_max_nesting_depth,ast_if_count,ast_for_count,ast_while_count,ast_try_count,ast_except_count,ast_return_count,ast_import_count,ast_has_error_handling,align_lib_coverage,align_missing_libs,align_length_ratio,smell_hardcoded_return_funcs,smell_is_very_short,logreg_prob,logreg_pred,lgbm_prob,lgbm_pred,rf_prob,rf_pred
BigCodeBench/167,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 'random', 'matplotlib']",0,12,3,0,0,0,0,0,0,1,3,0,0.5,2,2.2774,0,0,0.5563928957275427,1,0.5016430615659893,1,0.5329653797076093,1
BigCodeBench/177,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['nltk', 'string', 're']",0,15,5,1,1,1,0,0,0,1,4,0,0.5,1,1.1315,0,0,0.32925263803846466,0,0.1981033290706684,0,0.47101124764294405,0
BigCodeBench/182,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['re', 'sklearn']",0,10,1,0,0,0,0,0,0,1,4,0,1.0,0,2.5188,0,0,0.5278229720065817,1,0.4750788018697276,0,0.5332348787254081,1
BigCodeBench/189,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['re', 'requests', 'json']",0,15,5,4,1,2,0,1,1,2,3,1,0.6,2,2.2857,0,0,0.3573925586988685,0,0.40537431840520605,0,0.28338816895592894,0
BigCodeBench/205,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['subprocess', 'multiprocessing']",0,12,3,1,1,0,0,0,0,3,2,0,0.0,1,1.6216,0,0,0.34880723118588297,0,0.1525296815650745,0,0.4722838153339887,0
BigCodeBench/207,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['re', 'requests']",0,7,1,0,0,0,0,0,0,1,3,0,0.75,1,2.5993,0,0,0.6159939536468849,1,0.7166488986540672,1,0.5913099330535119,1
BigCodeBench/212,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['operator', 'numpy', 'matplotlib']",0,13,1,0,0,0,0,0,0,1,3,0,0.6667,1,2.443,0,0,0.6233686225664105,1,0.6631024309130892,1,0.5898792146002249,1
BigCodeBench/214,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['numpy', 'matplotlib', 'random', 'cv2']",0,14,2,1,1,0,0,0,0,1,4,0,1.0,0,2.4863,0,0,0.5416519385227722,1,0.492925391404918,0,0.51496905548338,1
BigCodeBench/216,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 'collections', 'json', 'os']",0,14,3,3,1,1,0,0,0,1,4,0,0.6,2,3.5952,0,0,0.5405291408090711,1,0.5928368391870423,1,0.5266297401734594,1
BigCodeBench/223,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'sklearn']",0,17,4,1,2,1,0,0,0,1,2,0,0.5,2,0.7806,0,0,0.5525991651432646,1,0.5793160344902263,1,0.47905704357397333,0
BigCodeBench/266,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['csv', 'collections', 'os']",0,20,5,3,2,2,0,0,0,1,4,0,0.6667,1,3.8297,0,0,0.4574116327345334,0,0.39637683773211607,0,0.35189125504727115,0
BigCodeBench/270,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['collections', 're']",0,5,1,0,0,0,0,0,0,1,2,0,1.0,0,1.6347,0,0,0.5514104457781102,1,0.6571875219341956,1,0.6174677688750608,1
BigCodeBench/275,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['numpy', 'itertools']",0,6,2,1,1,0,0,0,0,1,2,0,0.5,2,1.7871,0,0,0.6753051634160072,1,0.5915880794483613,1,0.6011631753288389,1
BigCodeBench/277,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['math', 'random', 'itertools']",0,15,5,2,2,1,0,0,0,2,3,0,0.4,3,2.4183,0,0,0.5793197883664173,1,0.6020423551132281,1,0.48577061722822035,0
BigCodeBench/279,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['collections', 'random']",0,7,4,0,0,0,0,0,0,1,2,0,0.5,1,1.6003,0,0,0.5867996518788948,1,0.716980007284131,1,0.6468026116364908,1
BigCodeBench/286,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['csv', 'collections', 'os']",0,21,4,4,1,1,0,1,1,2,3,1,0.5,2,3.1136,0,0,0.25863736898431383,0,0.12203733792485501,0,0.2830517759282255,0
BigCodeBench/287,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['json', 'collections', 'os']",0,15,3,3,1,1,0,0,0,1,3,0,0.75,1,3.5053,0,0,0.5595025736765898,1,0.46739612777715006,0,0.5238222677430993,1
BigCodeBench/290,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['nltk', 'collections', 'os']",0,14,5,3,1,1,0,0,0,1,4,0,0.6667,1,2.9075,0,0,0.400055569232481,0,0.5741211967885099,1,0.5082146839362329,1
BigCodeBench/296,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'matplotlib']",0,12,2,1,1,0,0,0,0,1,2,0,0.5,2,1.9954,0,0,0.5402048556967268,1,0.527058055598542,1,0.538505405119722,1
BigCodeBench/300,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'matplotlib', 'scipy']",0,17,3,1,1,0,0,0,0,1,3,0,0.6,2,1.9956,0,0,0.44679374313040127,0,0.3203025608251942,0,0.4923822574029625,0
BigCodeBench/301,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['dateutil', 'math', 'numpy', 'pytz']",0,16,1,0,0,0,0,0,0,1,4,0,0.5,2,3.1314,0,0,0.6368439248869127,1,0.6467721838759015,1,0.4909448192612988,0
BigCodeBench/311,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['random', 'numpy', 'scipy']",0,14,3,2,1,1,0,0,0,1,3,0,1.0,0,2.585,0,0,0.533554389478114,1,0.26985702667680034,0,0.5101760438204525,1
BigCodeBench/313,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['shutil', 'datetime', 're', 'os']",0,27,7,4,5,1,0,0,0,1,4,0,1.0,0,3.6679,0,0,0.3768350772750866,0,0.29963888694364027,0,0.32387404706915435,0
BigCodeBench/314,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['http', 'socket', 'ssl']",0,13,1,0,0,0,0,0,0,1,3,0,0.0,1,2.6936,0,0,0.44988382564703877,0,0.5461030137389996,1,0.5901426681542384,1
BigCodeBench/317,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['numpy', 're', 'sklearn']",0,11,1,0,0,0,0,0,0,1,3,0,0.6,2,3.2451,0,0,0.5562677992485006,1,0.5679745717696517,1,0.5921535877172714,1
BigCodeBench/323,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['numpy', 'collections', 're', 'sklearn']",0,17,5,1,2,0,0,0,0,1,4,0,0.8,1,1.5636,0,0,0.3159918643405846,0,0.14278228499535178,0,0.4467866783402728,0
BigCodeBench/329,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['json', 're', 'os']",0,16,3,1,1,1,0,0,0,1,4,0,1.0,0,3.1393,0,0,0.5306203565936128,1,0.2677489272489536,0,0.48262456355859945,0
BigCodeBench/333,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['random', 'heapq']",0,6,2,0,0,0,0,0,0,1,2,0,1.0,0,2.7271,0,0,0.7167270591391104,1,0.6726662051107322,1,0.7397189111157733,1
BigCodeBench/335,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['queue', 'collections', 'random']",0,8,2,0,0,0,0,0,0,1,2,0,0.5,1,2.0911,0,0,0.7522798708235714,1,0.8586709456911599,1,0.6329696495696706,1
BigCodeBench/339,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['urllib', 'hmac', 'hashlib', 'json']",0,12,2,1,1,0,0,0,0,1,4,0,0.5,1,2.6404,0,0,0.691482687968277,1,0.6959779889871127,1,0.5523888448719346,1
BigCodeBench/349,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'random']",0,10,2,1,0,1,0,0,0,1,2,0,0.5,1,2.6923,0,0,0.5252254438898082,1,0.3000727624765029,0,0.56481911818632,1
BigCodeBench/362,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 'os']",0,9,2,1,1,0,0,0,0,1,2,0,0.6667,1,2.5433,0,0,0.6698109082253269,1,0.540168152199565,1,0.5674585548696341,1
BigCodeBench/364,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 'sklearn']",0,16,2,1,1,0,0,0,0,1,4,0,0.75,1,2.5331,0,0,0.7178821658030172,1,0.6147727512471562,1,0.5076015875645098,1
BigCodeBench/369,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['numpy', 'matplotlib', 'scipy']",0,12,1,0,0,0,0,0,0,1,3,0,0.75,1,2.5352,0,0,0.6089472954132431,1,0.6434060873801077,1,0.593506451740824,1
BigCodeBench/372,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['glob', 'docx', 're']",0,13,3,2,0,2,0,0,0,1,4,0,1.0,0,3.5359,0,0,0.4781797693921711,0,0.5292412386103583,1,0.4897681733944178,0
BigCodeBench/376,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['nltk', 'collections', 're']",0,9,3,0,0,0,0,0,0,1,3,0,1.0,0,2.1329,0,0,0.41079219937938805,0,0.3655897260903056,0,0.5144976950895728,1
BigCodeBench/384,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['collections', 'itertools', 'random']",0,12,2,1,0,1,0,0,0,1,3,0,0.6667,1,1.9931,0,0,0.4084156163781263,0,0.18829548635921547,0,0.5443508319317482,1
BigCodeBench/392,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['numpy', 'matplotlib']",0,15,2,1,1,0,0,0,0,1,3,0,0.6667,1,2.8,0,0,0.49765778497670826,0,0.5418467572186297,1,0.5271740057921537,1
BigCodeBench/407,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['csv', 'openpyxl', 'os']",0,14,4,2,1,1,0,0,0,1,3,0,0.3333,2,3.187,0,0,0.46463667141535636,0,0.42494866362477013,0,0.525265065526539,1
BigCodeBench/410,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 'datetime', 'os']",0,19,4,2,2,0,0,1,1,1,3,1,0.75,1,3.648,0,0,0.4339288594131003,0,0.5163583146176962,1,0.3198938966878121,0
BigCodeBench/416,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'seaborn']",0,13,5,1,3,0,0,0,0,1,3,0,0.6667,1,2.1749,0,0,0.5076252120456018,1,0.5786658770585286,1,0.546222261296967,1
BigCodeBench/418,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['tensorflow', 'matplotlib', 'sklearn']",0,27,1,0,0,0,0,0,0,1,5,0,0.6,2,2.8248,0,0,0.48843495373149215,0,0.5173966223020919,1,0.45747150775995093,0
BigCodeBench/432,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['scipy', 'seaborn']",0,12,1,0,0,0,0,0,0,1,4,0,0.6667,1,3.3487,0,0,0.5617165795193023,1,0.5599547566524856,1,0.5999086736239668,1
BigCodeBench/437,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pickle', 'os']",0,10,1,0,0,0,0,0,0,1,4,0,0.6667,1,3.6497,0,0,0.6379927634062491,1,0.6544330274300484,1,0.6021277454194113,1
BigCodeBench/440,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'numpy', 'sklearn']",0,14,3,1,1,0,0,0,0,1,3,0,0.75,1,2.6782,0,0,0.4828439522191789,0,0.3569434824747888,0,0.5255004994328625,1
BigCodeBench/442,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['numpy', 'matplotlib', 'sklearn']",0,17,2,1,1,0,0,0,0,1,3,0,0.6,2,2.9904,0,0,0.5618378769805117,1,0.26988480419207994,0,0.49839516947533674,0
BigCodeBench/450,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['matplotlib', 'scipy', 'sklearn']",0,16,2,1,1,0,0,0,0,2,3,0,0.75,1,2.4656,0,0,0.6107219929581418,1,0.6112007291030933,1,0.4179288822459797,0
BigCodeBench/451,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['sklearn', 'numpy', 'matplotlib', 'seaborn']",0,15,3,1,2,0,0,0,0,1,4,0,0.6,2,2.7345,0,0,0.6965135050617558,1,0.5123997492212897,1,0.5241811295142379,1
BigCodeBench/452,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['numpy', 'sklearn']",0,13,1,0,0,0,0,0,0,1,5,0,0.5,2,2.6733,0,0,0.6644309641343433,1,0.6198794678021138,1,0.5355019889791728,1
BigCodeBench/458,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 're', 'json']",0,22,2,4,4,0,0,0,0,6,3,0,0.5,3,1.831,0,0,0.7300133571890626,1,0.473871798520207,0,0.45486895110683684,0
BigCodeBench/481,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'random', 're']",0,18,3,0,0,0,0,0,0,3,3,0,1.0,0,2.8827,0,0,0.5240634561288531,1,0.5685222726562309,1,0.38014209727673803,0
BigCodeBench/490,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['xmltodict', 'json']",0,7,1,1,0,0,0,0,0,1,2,0,0.5,1,2.827,0,0,0.7734028136183867,1,0.8613514230849684,1,0.6620277110085461,1
BigCodeBench/491,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['datetime', 'random', 'matplotlib']",0,20,7,1,2,1,0,0,0,1,3,0,0.6667,1,2.4976,0,0,0.3226955566089445,0,0.21658138290949325,0,0.41794101516759613,0
BigCodeBench/492,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'datetime', 'random']",0,25,8,2,3,2,0,0,0,1,3,0,0.4,3,3.5907,0,0,0.31822121761084415,0,0.21892488370657853,0,0.3504557383470875,0
BigCodeBench/499,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['io', 'csv', 'xlwt', 'os']",0,14,3,2,0,2,0,0,0,1,4,0,0.5,1,2.9124,0,0,0.41329936430515524,0,0.3613413046435228,0,0.5157259486683244,1
BigCodeBench/507,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'numpy']",0,12,3,1,2,0,0,0,0,2,3,0,1.0,0,3.0067,0,0,0.5394819480352201,1,0.5881821919616641,1,0.458833275578624,0
BigCodeBench/510,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['difflib', 'gzip']",0,9,1,1,0,0,0,0,0,1,2,0,0.0,1,2.025,0,0,0.5505457006027047,1,0.510928052806869,1,0.5560872751464419,1
BigCodeBench/521,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'matplotlib']",0,9,1,0,0,0,0,0,0,1,2,0,0.5,2,2.0333,0,0,0.5376507986308345,1,0.3959217537261462,0,0.6567624653401757,1
BigCodeBench/523,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 'matplotlib']",0,15,2,1,1,0,0,0,0,2,2,0,0.6667,1,2.8712,0,0,0.5590699447348769,1,0.3652300726050809,0,0.4453571100283078,0
BigCodeBench/525,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['collections', 'numpy', 'matplotlib', 'json']",0,21,5,2,0,3,0,0,0,1,4,0,0.6667,2,2.2194,0,0,0.40530646929804315,0,0.2930211897951455,0,0.2392048820253179,0
BigCodeBench/528,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'csv', 'collections', 'matplotlib']",0,18,5,1,1,0,0,0,0,1,4,0,0.75,1,2.4331,0,0,0.4333311000534598,0,0.3692849704023551,0,0.428307146770654,0
BigCodeBench/533,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['secrets', 'base64', 'hashlib', 'numpy']",0,22,5,2,1,1,0,1,1,1,4,1,0.5,1,2.7839,0,0,0.308700106018705,0,0.39763709251192586,0,0.2530092508038452,0
BigCodeBench/534,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['base64', 'numpy', 'cryptography']",0,27,1,0,0,0,0,0,0,1,6,0,1.0,0,1.6421,0,0,0.34117996954336666,0,0.3244587386678147,0,0.37248877238522576,0
BigCodeBench/535,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['sqlite3', 'numpy', 'random']",0,32,4,1,2,1,0,0,0,1,3,0,0.3333,2,1.3872,0,0,0.46823691215223356,0,0.8241665508552637,1,0.4015204229211616,0
BigCodeBench/543,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['base64', 'os']",0,7,1,0,0,0,0,0,0,1,2,0,0.5,1,2.2507,0,0,0.6629614649111053,1,0.6896155869072528,1,0.7542071708031567,1
BigCodeBench/549,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 'base64']",0,10,1,0,0,0,0,0,0,1,2,0,0.5,1,2.446,0,0,0.6524306752406465,1,0.5772534946868748,1,0.6594913374977487,1
BigCodeBench/555,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 'numpy', 'matplotlib', 'scipy']",0,14,1,0,0,0,0,0,0,1,4,0,0.8,1,2.3831,0,0,0.5534616553279247,1,0.6189125161248902,1,0.5491502160131015,1
BigCodeBench/560,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'datetime', 'matplotlib']",0,18,2,1,0,1,0,0,0,1,3,0,0.75,1,3.8837,0,0,0.4663380833211541,0,0.44265503034839443,0,0.45260909249481657,0
BigCodeBench/564,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pytz', 'ctypes', 'os', 'datetime']",0,11,1,0,0,0,0,0,0,1,4,0,0.6667,1,2.3972,0,0,0.5504916778706005,1,0.6428336083054468,1,0.6009037903618699,1
BigCodeBench/571,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 'inspect']",0,26,12,2,3,1,0,1,1,1,3,1,0.5,1,1.093,0,0,0.1379771008785482,0,0.11938302380644662,0,0.2695878790699766,0
BigCodeBench/578,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['unicodedata', 'requests']",0,14,3,2,1,1,0,0,0,1,2,0,0.5,1,1.8498,0,0,0.5100121541065363,1,0.47561223499277366,0,0.5130475573879494,1
BigCodeBench/606,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'scipy']",0,8,1,0,0,0,0,0,0,1,3,0,0.6667,1,3.5271,0,0,0.6575845828885559,1,0.5791538882447836,1,0.6415339105601067,1
BigCodeBench/617,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['pandas', 'random', 'matplotlib', 're']",0,15,3,1,1,0,0,0,0,1,4,0,0.75,1,2.6886,0,0,0.3176204563928973,0,0.20700902386689193,0,0.5216418896079023,1
BigCodeBench/621,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['matplotlib', 'numpy', 'itertools', 'sklearn']",0,17,1,0,0,0,0,0,0,1,4,0,0.8,1,2.7206,0,0,0.5626965029376677,1,0.55459656775616,1,0.5215145917721706,1
BigCodeBench/622,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['matplotlib', 'numpy', 'itertools', 'scipy']",0,13,1,0,0,0,0,0,0,1,4,0,1.0,0,2.6356,0,0,0.5344629099604697,1,0.5134950548002385,1,0.5145011540685613,1
BigCodeBench/628,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['math', 'random', 'matplotlib']",0,15,3,0,0,0,0,0,0,1,3,0,0.6667,1,2.2953,0,0,0.48451480050340645,0,0.5600069490433021,1,0.5106020921911338,1
BigCodeBench/633,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['nltk', 're']",0,9,3,0,0,0,0,0,0,1,3,0,1.0,0,2.0971,0,0,0.442040120846586,0,0.28834154549001967,0,0.512680342846769,1
BigCodeBench/641,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['pandas', 're', 'os']",0,12,4,3,1,2,0,0,0,1,3,0,1.0,0,2.0747,0,0,0.47368649306342175,0,0.316187733861429,0,0.5102452875449047,1
BigCodeBench/642,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['hashlib', 're', 'binascii']",0,16,4,4,1,2,0,0,0,1,4,0,1.0,0,2.4541,0,0,0.4725029677309138,0,0.3423921092371845,0,0.4632707957013288,0
BigCodeBench/654,DeepSeek_Coder_33B_Instruct,complete,0,task_func,"['numpy', 'matplotlib', 'scipy']",0,14,1,0,0,0,0,0,0,2,3,0,0.75,1,3.6244,0,0,0.5342119740082417,1,0.4182480000152157,0,0.5370063506254443,1
BigCodeBench/665,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['shutil', 'itertools', 'fnmatch', 'os']",0,15,6,3,2,2,0,0,0,1,4,0,0.6667,1,4.0782,0,0,0.49134924429541915,0,0.488029380238191,0,0.4935309315896632,0
BigCodeBench/667,DeepSeek_Coder_33B_Instruct,complete,1,task_func,"['collections', 'heapq']",0,4,3,0,0,0,0,0,0,1,2,0,0.3333,2,2.1763,0,0,0.7054003473699071,1,0.7044504635868275,1,0.6964866993559378,1
